ProjectOrder,Batch,Slot,QuestionID,Stage,StageName,LogicalTopic,Domain,Module,Subtopic,Difficulty,Question
145,29,5,Q0130,3,Object-Oriented Domain Modeling,Inheritance,Object-Oriented Java,Inheritance,Inheritance / Access Modifiers,D2 Core,Can you explain how Java handles access visibility in subclasses?
146,30,1,Q0131,3,Object-Oriented Domain Modeling,Inheritance,Object-Oriented Java,Inheritance,Inheritance / Design,D2 Core,"If a Child Class completely changes the behavior of a Parent method so that it no longer fits the Parent's meaning, is Inheritance being misused?"
147,30,2,Q0132,3,Object-Oriented Domain Modeling,Inheritance,Object-Oriented Java,Inheritance,Inheritance / Super Keyword,D2 Core,What happens if you use the super keyword in a Class that does not explicitly have a Superclass?
148,30,3,Q0133,3,Object-Oriented Domain Modeling,Inheritance,Object-Oriented Java,Inheritance,OOP / Inheritance / Composition,D2 Core,Can you explain inheritance and composition in Java?
149,30,4,Q0134,3,Object-Oriented Domain Modeling,Inheritance,Object-Oriented Java,Inheritance,OOP / Multiple Inheritance,D2 Core,"Why is multiple inheritance not possible, and how does an interface solve this problem?"
150,30,5,Q0135,3,Object-Oriented Domain Modeling,Inheritance,Object-Oriented Java,Inheritance,Static Methods / Inheritance,D2 Core,"If both a Parent and Child Class define the same Static Method, which Method is called?"
151,31,1,Q0136,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Method Overriding,D1 Foundation,What is a Covariant Return Type?
152,31,2,Q0137,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Constructor / Polymorphism,D2 Core,"Can a Constructor call an Overridable Instance Method, and what risk does that create?"
153,31,3,Q0138,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Inheritance / Polymorphism,D2 Core,How do Inheritance and Polymorphism work together?
154,31,4,Q0139,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Method Overloading,D2 Core,Do you know about method overloading?
155,31,5,Q0140,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Method Overloading,D2 Core,Can method overloading be determined at runtime?
156,32,1,Q0141,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Method Overloading,D2 Core,How does Java resolve a call to an overloaded method?
157,32,2,Q0142,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Method Overloading,D2 Core,What happens if we change only the return type in method overloading?
158,32,3,Q0143,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Method Overloading,D2 Core,How will Java choose which overloaded method to call if one method takes int and the other takes Integer?
159,32,4,Q0144,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Method Overloading,D2 Core,Can a Method be Overloaded by changing only its Return Type?
160,32,5,Q0145,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Method Overloading,D2 Core,Give a scenario where Method Overloading could lead to errors if it is not properly managed.
161,33,1,Q0146,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Method Overloading,D2 Core,You have overloaded methods getData(String) and getData(Object). Which one is called when you pass null?
162,33,2,Q0147,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Method Overriding / Access Modifiers,D2 Core,Can an overriding Method reduce visibility from protected in the Parent Class to default access in the Child Class?
163,33,3,Q0148,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Polymorphism,D2 Core,How does Java achieve polymorphism?
164,33,4,Q0149,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Polymorphism,D2 Core,Can you provide a real-life example where polymorphism is beneficial?
165,33,5,Q0150,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Polymorphism,D2 Core,Can you tell me how Java implements polymorphism?
166,34,1,Q0151,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Polymorphism,D2 Core,Can you tell me the difference between method overloading and overriding and what their rules are?
167,34,2,Q0152,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Polymorphism / Access Modifiers,D2 Core,Can changing access modifiers affect polymorphic behavior in an overridden method?
168,34,3,Q0153,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Polymorphism / Constructor,D2 Core,What happens if you call a non-static method inside a constructor and that method is overridden in a subclass? Which method will execute?
169,34,4,Q0154,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Polymorphism / Constructor,D2 Core,Can a Constructor be polymorphic?
170,34,5,Q0155,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Polymorphism / Dynamic Method Dispatch,D2 Core,Do you know about dynamic method dispatch in Java?
171,35,1,Q0156,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Polymorphism / Fields,D2 Core,Why does Method Overriding not work with Fields in Java?
172,35,2,Q0157,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Polymorphism / Inheritance,D2 Core,"If you have a method that takes a superclass type as a parameter, can it work with objects of its subclass types?"
173,35,3,Q0158,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Polymorphism / Method Overloading & Overriding,D2 Core,How does Java handle method overloading and overriding during runtime?
174,35,4,Q0159,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Polymorphism / Super Keyword,D2 Core,"How does the super keyword play a role in polymorphism, especially in the context of method overriding?"
175,35,5,Q0160,3,Object-Oriented Domain Modeling,"Polymorphism, Overloading & Overriding",Object-Oriented Java,"Polymorphism, Overloading & Overriding",Polymorphism / System Design,D5 Advanced/Design,How would you design a Plug-in-Based System using Polymorphism?
176,36,1,Q0161,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Interface,D1 Foundation,What is an Interface?
177,36,2,Q0162,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Interface / Java 8,D1 Foundation,"What is a static method in an interface, and how is it different from a default method?"
178,36,3,Q0163,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Abstract Class / Constructor,D2 Core,Can an Abstract Class have a Constructor even though the Abstract Class cannot be instantiated directly?
179,36,4,Q0164,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Abstract Class / Interface,D2 Core,What's the difference between an abstract class and an interface?
180,36,5,Q0165,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Abstract Class / Interface,D2 Core,"Since Java 8 introduced default and static methods in Interfaces, when should we still prefer Abstract Classes?"
181,37,1,Q0166,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Abstraction,D2 Core,Can you provide examples where abstraction is effectively used in Java libraries?
182,37,2,Q0167,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Abstraction,D2 Core,What does abstraction mean in Java?
183,37,3,Q0168,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Abstraction,D2 Core,Can you provide a real-world example of abstraction outside Java?
184,37,4,Q0169,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Abstraction,D2 Core,What happens if a class includes an abstract method?
185,37,5,Q0170,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Abstraction,D2 Core,Can we achieve abstraction by using only an Abstract Class?
186,38,1,Q0171,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Abstraction,D2 Core,What does it mean if a class contains an Abstract Method?
187,38,2,Q0172,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Abstraction,D2 Core,Can we create an Object of an Abstract Class using an Anonymous Class?
188,38,3,Q0173,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Abstraction,D2 Core,Can you provide examples of how Abstraction is effectively used in Java's Core Libraries?
189,38,4,Q0174,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Abstraction,D2 Core,Can an Abstract Class exist without any Abstract Methods?
190,38,5,Q0175,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Abstraction,D2 Core,Can you convert an Abstract Class to an Interface and vice versa?
191,39,1,Q0176,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Abstraction / Loose Coupling,D2 Core,How does abstraction help in achieving loose coupling in a software application?
192,39,2,Q0177,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Inheritance / Interface,D2 Core,Can we solve the multiple inheritance problem in Java using another approach such as Interface?
193,39,3,Q0178,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Interface,D2 Core,"What is an interface in Java, and why do we use it if you cannot write anything concrete in it?"
194,39,4,Q0179,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Interface,D2 Core,Can an Interface be declared final?
195,39,5,Q0180,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Interface,D2 Core,Can an Interface be declared private inside another Class?
196,40,1,Q0181,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Interface / Default Methods,D2 Core,"If two interfaces provide the same default method and your class implements both, how do you resolve the conflict?"
197,40,2,Q0182,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Interface / Default Methods,D2 Core,A Class implements two Interfaces having the same Default Method. What happens?
198,40,3,Q0183,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Interface / Inheritance,D2 Core,Can you provide examples of when to use an interface versus when to extend a class?
199,40,4,Q0184,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Interface / Java 8,D2 Core,Why were default and static methods introduced in Java?
200,40,5,Q0185,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Interface / Java 8,D2 Core,Can an Interface in Java contain static methods?
201,41,1,Q0186,3,Object-Oriented Domain Modeling,"Abstraction, Abstract Classes & Interfaces",Object-Oriented Java,"Abstraction, Abstract Classes & Interfaces",Interface / Multiple Inheritance,D2 Core,Can Interfaces help in solving the Diamond Problem?
